sentiment,negative_reason,text
negative,Tell lies,message behind xe x x cget ahead xe x x lawn sign infuriatingly selfish exactly wrong mindset getting collective troubles  elxn
positive,,reason  cbc dicussing  kinsellagate syphon votes  cpc helps  liberals n nthey dont care ethics establishment play keep  justintrudeau power n n elxn n cdnelxn n canadadebates n polcan
positive,,party gets confidence majority mps gets form government n nthat xe x x xe x x tweet n n cdnpoli  elxn
positive,,prediction markets xe x x impressed kinsella cpc news odds cpc plurality seats drop n n elxn
negative,Climate Problem,people opposed fighting climate crisis people used return vhs blockbuster without rewinding first  elxn
positive,,time stopped speaking comfort mother lost son suicide photo touched heart n ni know lost brother michel n ni lost brother michael suicide n nour prime minister true heart n n elxn  chooseforward
negative,Economy,trudeau ndp coalition coalition xe x x afford radical position pipeline development mean fewer jobs canadians less future revenue put toward health care education social services across canada  cdnpoli  elxn
positive,,wannabe state propagandists trying hardest aid team n nbeware people guys dont represent proletariat  elxn  cdnpoli
positive,,worst thing kinsella scheer debacle might garner sympathy bernier n nhey  beauce bernier give shit owe neighbours vote someone n nin  elxn vote richard lehoux
positive,,disparities disparity  elxn  cdnpoli courage people courage stand courage stand someone else courage stand powers currently
positive,,serious issues must addressed next canadian government n n climate change n respect first nations people rights n nationalizing pharmacare dental care n treating drug abuse health issue criminal issue n nvote future n n elxn
negative,Scandal,goes freedom speech xe x x elected xe x xb xef xb x fwake canada jagmeet justin ruin canada know love  trudeaumustgo  elxn
negative,Tell lies,way  ontario voting party threw year ago liberals ontario fools left  toronto council gullible enough believe lies  trudeaumustgo  cdnpoli  elxn  racism  fakefeminism  scheer pm
negative,Economy,nothing trudeau four years slightest influence gdp jobs claim otherwise making things economy tanked trudeau cultists trolls would blaming external factors  cdnpoli  elxn
positive,,xe x x enough coverage great campaign  teamtrudeau managed pull far n nthey seem poised success agree pm chr xc xa tien xf x f x xa xf x f x xa n n cdnpoli  elxn  chooseforward
negative,Others,crooked andy walked crooked mile nhe found crooked loonie crooked  cpc sign nhe bought crooked cat named warren crooked louse nand lived together little crooked opposition leader xe x x house n n cdnpoli  elxn  dirtypolitics
positive,,two protestors outside xe x x first event toronto area today n elxn  cdnpoli
positive,,xbox kids going crazy xf x f x xad xf x f x xad  xboxlive  rage  hilarious  funnyphotos  elxn  kinsellagate  callofdutymodernwarfare
negative,Scandal, elxn difficult  alberta family know least one former calgary resident xe x x voting liberal winnipeg xe x x afraid bring politics family many times punched gut
positive,,sums leader dizzy miss  cdnpoli  elxn  trudeaumustgo  scheermajority
negative,Tell lies,also unequivocally explains brownface photos gutter politics rebel media hamish marshall absolute garbage n nandrew scheer cpc trusted n n cdnelxn  elxn  cdnpoli
positive,,obama xe x x support firmly fully moot false racism arguments  cdnpoli  cdnelxn  elxn  chooseforward
positive,,applies entire planet  fridaysforfuture  climateactionnow  elxn  cdnpoli xe x xa xe x xa
positive,,comment gold still sharp ever  cdnpoli  elxn
positive,,election got like  elxn  canadavotes  wtf
negative,Others,election angered especially towards cpc coyne makes good points monday interesting day history get vote  elxn  abpoli
positive,,election important canada world canada facing climate change world liberal party brings forward plan better country better world  elxn
positive,,election toss point  elxn
negative,Scandal,gang thugs desperate manipulating election profit invade stealth corrupt gov exploit people resources  predatortycapitalism new canadians need wake  votingliberal majority step right direction  elxn
positive,,guy starting grow people authentic personable relatable goes along way politics good luck candidates political stripes need solid people public office  canpoli  elxn
negative,Climate Problem,must view climate crisis real even implementing aggressive policy changes take years resolve vote  elxn  cdnpoli
positive,,powerful effective ad think works well blend elements original w images showing  climatecrisis thing change would add let act like lives depend  elxn  cdnpoli
negative,Women Reproductive right and Racism,racist dogwhistle disappointing embarrassing see elizabeth may xe x x clike xe x x  cdnpoli  elxn
positive,,really awesome eastern canadian accent n n heart emoji  elxn
negative,Others,outrage stop polls monday  stopscheer  chooseforward  elxn  elxn
negative,Others,beyond scary n n cdnpoli  elxn
positive,,delta n ncurrent polling shows liberal ndp green vote combined n nconservatives n nunless people vote strategically conservatives win delta n n votesplitting  cdnpoli  elxn  bcpoli  vanpoli  deltabc  uprisingh
negative,Others,disgusting  elxn
positive,,electrifying truly man offensive  cdnpoli  canpoli  elxn
negative,Others,getting ridiculous  elxn  cdnpoli
negative,Others,highly crappy even context completely crappy election xf x f x xa  cdnpoli  elxn
positive,,house cards scheer built start crack crumble nstay tuned canada get disappointing interesting depending perspective n cdnpoli  elxn  cpc  kinsellagate  kinsellasnc
negative,Others,plain wrong therefore incredibly misleading greens lpc ndp sections platform specifically focused providing transition support party xe x x cpc  cdnpoli  elxn  ableg  abpoli  yyc  yeg
positive,,wow huge turnout welcome key riding  milton  chooseforward  chooseforwardwithtrudeau  cdnpoli  canpoli  elxn
positive,,langley aldergrove n ncurrent polling shows liberal ndp green vote combined n nconservatives n nunless people vote strategically conservatives win langley n n votesplitting  cdnpoli  elxn  bcpoli  vanpoli  langleybc  uprisingh
positive,,mission matsqui fraser canyon n ncurrent polling shows liberal ndp green vote combined n nconservatives n nunless people vote strategically conservatives win mission n n votesplitting  cdnpoli  elxn  bcpoli  vanpoli  mission  uprisingh
positive,,movement xe x x ready government keeps promises n n could agree xe x x bamboozled throughout lifetimes xe x x told government cuts necessary order keep costs low  elxn  cdnpoli
negative,Tell lies,outrageous  scheerlies never ending  canada n n xe x x che damage xc xa many canadians believe says true professor peter russell n n  cdnpoli xc xa  elxn xc xa  cpc lies period  lpc  ndp  greenparty  onpoli
positive,,richmond centre n ncurrent polling shows liberal ndp green vote combined n nconservatives n nunless people vote strategically conservatives win richmond centre n n votesplitting  cdnpoli  elxn  bcpoli  vanpoli  richmond  uprisingh
negative,Scandal,choice canadian voters must make election day whether want someone investigated rcmp obstructing justice accused child sex offender morally repugnant representing canada next years  elxn  cdnpoli
positive,,face someone questioning life decisions  cdnpoli  canpoli  elxn
positive,,world scheer cpc embraces  chooseforward  cdnpoli  elxn  scheercuts  scheerlies  kinsellagate
negative,Tell lies,vote vote conservative lies fraud denial  abpoli  ableg  elxn
positive,,voted green tried talk many people possible joining  elxn  cdnpoli
negative,Others,people want change voting corporate duopoly xe x x benefit  cdnpoli  elxn
positive,,great n elxn
negative,Tell lies,makes mad nailed disrespects country basically says need remind n ntwo sleeps want xf x f x xa xf x f x xa back n trudeaumustgo n jagmeetmustgo n scheer pm n elxn
negative,Others,man leading anything period  cdnpoli xc xa  elxn
negative,Others,may may worst answer entire campaign n n offer comments contracts may may exist vendors may may relationship n elxn
positive,,might best weather applefest ever seen great see old friends large crowds lots support  elxn
positive,,morning greeted nick lourens came say voted first time ever voted conservative voters ages seeing policies something everyone n elxn  conservative  firsttimevoter  bcpoli  cdnpoli
positive,,new report compares climate plans major party find need become climate leaders  cdnpoli  elxn
negative,Tell lies,oprah style politics get car get car result one day opening garage door nothing garage  elxn
positive,,retired veteran endorses liberals done vets last years harper done  teamtrudeau elected   moreyears  chooseforward  cdnpoli  elxn
positive,,story begins like many others andrew scheer drinks glass water n n elxn  kinsellagate
positive,,thread comic relief needed election personal fave one riker  electoralreform also feel really old  elxn  cdnpoli
positive,,unpredictable election campaign put several liberal ministers tight races fighting political careers ottawareporter  elxn  cdnpoli
positive,,unpredictable election campaign put several liberal ministers tight races fighting political careers  elxn  cdnpoli
positive,,video really unfortunate like green party xe x x clear campaign xf x f x xa xe x x xe x x throwing support election n ni would love pm n n singhsurge  uprisingh  cdnpoli  elxn  ygk
